AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
Karapakkam,1445,2012-03-29,20,2,2,4,Family,No,1988-04-04,House,NoSeWa,No Access,I,4.9,2.9,2.5,3.34,216691,87848,5856500
Anna Nagar,1919,2014-06-25,178,2,1,5,Partial,Yes,2001-06-28,House,NoSeWa,Gravel,RM,2.4,5.0,3.3,3.41,544054,117633,14704160
Adyar,1243,2011-07-17,141,2,2,4,Normal Sale,Yes,1975-07-26,Commercial,NoSeWa,Paved,C,3.9,4.3,2.2,3.13,440895,26721,13360440
Karapakkam,857,2010-05-09,158,1,1,2,Normal Sale,No,1993-09-09,House,ELO,Paved,I,3.6,2.4,3.4,3.16,236556,59139,4928250
Karapakkam,1055,2010-03-04,174,1,1,3,AdjLand,Yes,1962-04-15,Others,NoSeWa,Gravel,I,3.7,2.3,4.8,3.72,226769,117042,7315125
KK Nagar,1778,2011-10-07,94,3,2,5,Family,No,2003-12-07,Others,NoSewr ,Gravel,RL,3.1,3.9,4.4,3.86,340948,153976,10998320
Karapakkam,851,2011-06-15,124,1,1,2,AdjLand,No,1970-06-25,Others,ELO,Paved,A,3.8,4.8,2.6,3.62,181073,39364,3936375
Chrompet,1021,2008-06-03,82,1,1,3,Partial,Yes,2004-07-03,Others,NoSewr ,No Access,RL,2.0,2.5,4.6,2.98,276053,147228,9201770
KK Nagar,2203,2010-04-09,76,3,2,5,AbNormal,Yes,1988-09-09,Commercial,NoSewr ,Paved,RL,2.9,2.0,4.0,3.07,572520,339934,17891240
Karapakkam,613,2010-01-06,81,1,1,2,Family,No,1980-08-06,Commercial,NoSewr ,No Access,I,4.6,4.3,2.3,3.59,195491,66879,5144500
Karapakkam,1489,2011-03-01,177,2,2,4,AdjLand,No,1982-10-01,House,ELO,Gravel,RH,4.4,3.2,4.0,3.88,384348,200181,8007250
Karapakkam,795,2009-11-10,73,1,1,2,AbNormal,Yes,2000-10-13,House,NoSewr ,Gravel,RM,3.4,2.6,4.9,3.76,254378,127189,8479250
Velachery,1909,2012-11-02,11,3,2,5,Family,Yes,1979-02-19,Others,AllPub,Gravel,A,4.6,4.1,5.0,4.5,303875,212712,10129160
Chrompet,1252,2011-12-10,190,2,1,4,Family,No,1999-10-15,House,AllPub,No Access,RM,3.6,4.9,4.6,4.42,265502,47411,9482200
Karapakkam,1077,2011-04-24,144,1,1,3,AbNormal,No,1978-02-05,Commercial,ELO,Paved,RM,3.3,4.9,4.2,4.14,305249,246169,9846750
KK Nagar,1524,2008-11-04,73,2,1,4,Normal Sale,No,1981-04-18,Others,NoSewr ,Paved,RH,3.6,2.7,2.8,3.01,303654,208220,8675820
Chrompet,1049,2008-06-16,36,1,1,3,Partial,Yes,1997-06-19,House,ELO,Gravel,RM,4.2,4.9,3.4,4.24,328398,133412,10262450
Velachery,1780,2008-03-29,194,2,1,4,AbNormal,No,1953-12-04,Others,AllPub,Gravel,C,4.7,2.0,2.9,2.95,329500,130066,8671050
Chrompet,946,2008-10-18,14,1,1,3,AdjLand,No,1991-10-23,Commercial,ELO,No Access,RL,3.8,3.1,4.5,3.73,368463,111656,11165550
Chrompet,906,2008-11-18,116,1,1,3,Partial,Yes,1976-11-26,House,NoSewr ,Gravel,RM,3.2,4.6,3.2,3.76,302874,28394,9464800
KK Nagar,2344,2010-11-25,71,4,2,6,AbNormal,No,1986-01-12,Commercial,NoSeWa,Gravel,RM,4.9,3.2,4.4,4.19,622046,471247,18849880
Adyar,929,2009-08-18,76,1,1,3,AdjLand,Yes,1994-08-22,Others,NoSeWa,Paved,RH,2.4,2.3,2.7,2.53,341295,75843,9480425
Anna Nagar,1843,2009-02-08,158,2,1,5,AdjLand,No,1994-06-08,House,ELO,No Access,RL,3.9,3.4,3.3,3.535,318884,147177,12264750
Anna Nagar,1918,2009-02-05,187,2,1,5,Partial,Yes,1974-11-05,Commercial,AllPub,Gravel,RL,3.2,2.5,2.3,2.665,809377,218751,21875050
KK Nagar,1507,2008-10-11,54,2,1,4,Normal Sale,Yes,1989-11-15,Commercial,AllPub,Paved,RH,3.2,4.8,3.0,3.6,636313,243694,13538580
KK Nagar,1499,2011-04-13,89,2,1,4,Family,No,2005-04-14,House,AllPub,Gravel,RH,2.5,3.0,4.6,3.49,372805,186403,8876320
KK Nagar,1526,2012-04-01,64,2,1,4,Normal Sale,Yes,1990-09-01,Commercial,AllPub,Paved,RH,4.1,3.8,4.5,4.17,518512,327481,13645040
Anna Nagar,1855,2009-01-26,82,2,1,5,AbNormal,Yes,1999-01-29,Commercial,NoSewr ,Paved,RH,3.3,2.1,4.8,3.6,839848,188966,20996200
Karapakkam,1627,2011-05-25,39,2,2,4,Normal Sale,Yes,1981-01-06,Others,ELO,Paved,RH,4.1,4.6,2.5,3.61,308418,99782,9071125
Velachery,1846,2009-11-12,28,3,2,5,AbNormal,No,1970-12-21,House,AllPub,Gravel,RM,3.6,3.9,2.0,3.26,378554,129790,10815830
KK Nagar,2019,2010-06-10,65,3,2,5,AbNormal,Yes,1994-10-10,Others,NoSewr ,Paved,RM,3.8,3.1,3.2,3.35,601718,230445,12802500
Velachery,1780,2008-05-16,115,2,1,4,Family,Yes,1983-05-23,Commercial,NoSeWa,No Access,C,2.8,4.6,2.5,3.52,453788,173507,13346700
Karapakkam,662,2011-10-04,148,1,1,2,Partial,No,1973-04-19,Commercial,NoSeWa,No Access,C,4.7,3.3,2.5,3.4,143765,65348,4356500
Chrompet,1005,2010-06-01,17,1,1,3,Family,No,1984-01-13,Commercial,NoSewr ,Gravel,RL,2.2,2.8,4.9,3.25,355456,183857,12257100
Karapakkam,839,2010-09-27,102,1,1,2,Partial,No,1990-02-10,House,NoSeWa,Paved,C,4.6,4.6,2.3,3.68,192724,49206,4100500
Anna Nagar,1698,2008-02-07,76,1,1,4,Partial,No,1974-11-07,House,AllPub,No Access,RM,4.7,4.4,4.3,4.465,403460,80692,11527430
Adyar,878,2008-12-05,16,1,1,3,Partial,Yes,1989-05-17,House,NoSewr ,Paved,A,5.0,3.3,5.0,4.66,225847,6453,6452785
Chrompet,835,2008-09-07,77,1,1,3,Partial,Yes,1971-07-19,House,ELO,Paved,RM,3.8,4.5,3.0,3.84,227738,33739,8434750
Chrompet,911,2011-04-24,84,1,1,3,Partial,Yes,1978-02-05,Others,ELO,No Access,RH,3.8,3.8,2.0,3.26,245118,37139,7427820
Velachery,1796,2006-10-24,176,2,1,4,AdjLand,Yes,1956-05-11,House,ELO,No Access,RH,4.8,2.1,3.8,3.29,318687,118370,9105350
Karapakkam,1004,2009-10-25,182,1,1,3,AdjLand,No,1981-01-11,Others,ELO,No Access,C,4.9,3.3,3.1,3.7,193582,75544,4721500
Anna Nagar,1694,2009-12-16,86,1,1,4,Normal Sale,No,1982-12-23,Others,NoSeWa,Paved,RL,2.6,2.5,2.4,2.495,377250,213775,12575010
Karapakkam,1244,2011-06-18,50,1,1,3,AbNormal,Yes,1980-06-25,Others,AllPub,Gravel,I,2.5,2.1,2.6,2.42,246535,143150,7952750
Karapakkam,588,2010-02-21,163,1,1,2,Partial,No,1986-02-27,Others,AllPub,Paved,RL,4.9,4.2,3.5,4.13,228220,57055,5705500
KK Nagar,2342,2011-02-04,69,4,2,6,AdjLand,Yes,2004-03-04,House,NoSewr ,Paved,RL,4.1,3.8,2.6,3.41,567545,180582,12898740
Velachery,1835,2007-01-09,88,3,2,5,Normal Sale,No,1978-08-09,Others,AllPub,Paved,RL,4.7,2.6,2.1,2.98,418181,182284,10722580
Anna Nagar,1977,2007-12-17,84,2,1,5,Partial,Yes,1964-12-27,House,AllPub,Gravel,RL,4.6,4.8,3.9,4.37,423089,211544,14102960
KK Nagar,1961,2011-06-01,104,3,2,5,AbNormal,Yes,1996-10-01,Commercial,NoSeWa,Gravel,RM,2.0,2.6,3.2,2.66,792581,387484,17612900
Velachery,1517,2004-04-24,82,2,1,4,Normal Sale,Yes,1992-04-27,House,NoSewr ,No Access,A,3.2,3.5,3.8,3.52,257288,85763,7146890
KK Nagar,2409,2009-06-26,103,4,2,6,Partial,Yes,1984-02-07,Others,NoSeWa,Gravel,RL,4.3,4.0,2.0,3.29,606442,242577,13476480
Velachery,1864,2005-03-16,187,3,2,5,Partial,No,1982-03-22,Commercial,ELO,Gravel,RH,3.2,4.6,2.8,3.71,528520,181207,15100560
Velachery,1643,2008-06-27,52,2,1,4,Family,Yes,1977-05-07,Commercial,AllPub,Paved,RM,4.8,3.6,2.4,3.54,577164,249584,15599020
Adyar,1015,2012-03-15,76,1,1,3,Family,Yes,2004-03-17,Commercial,NoSewr ,No Access,C,4.6,2.2,2.3,2.97,370412,112246,11224620
Anna Nagar,1700,2009-10-12,135,1,1,4,Normal Sale,Yes,1977-12-18,Others,NoSewr ,No Access,RH,4.3,2.7,2.4,3.14,424219,174679,12477040
Karapakkam,624,2010-03-25,34,1,1,2,Family,No,1979-02-04,Commercial,ELO,No Access,C,4.4,3.4,3.0,3.54,202228,92321,4396250
Chrompet,980,2008-08-05,84,1,1,3,Normal Sale,No,1991-05-13,Commercial,NoSewr ,Paved,RL,3.0,3.8,4.6,3.8,380824,130908,11900750
Karapakkam,1003,2010-04-14,196,1,1,3,AbNormal,Yes,1990-04-19,Commercial,NoSeWa,Gravel,RH,2.5,4.3,4.4,3.8,373330,161440,10090000
Adyar,1072,2009-05-29,66,1,1,3,Family,Yes,2003-05-31,House,NoSeWa,No Access,A,2.3,2.3,2.3,2.3,264308,33038,6607690
Karapakkam,808,2010-01-23,119,1,1,2,AdjLand,No,1975-01-02,House,NoSeWa,Gravel,C,3.1,2.4,3.0,2.85,161577,90293,4752250
Chrompet,1027,2011-01-14,131,1,1,3,Normal Sale,No,1990-01-19,House,ELO,Paved,RH,2.8,3.7,3.3,3.31,215799,44648,7441350
Karapakkam,696,2010-02-14,84,1,1,2,Normal Sale,No,1999-02-17,House,NoSeWa,Gravel,RL,3.5,2.1,3.6,3.12,212561,77295,6441250
Velachery,1716,2010-02-13,86,2,1,4,Family,Yes,2002-02-15,House,ELO,Paved,RL,2.1,3.3,2.2,2.67,414394,155398,10359860
Velachery,1878,2011-12-04,18,3,2,5,Family,No,2005-04-13,Commercial,AllPub,Paved,C,5.0,2.6,4.8,3.86,573149,257917,14328720
KK Nagar,1699,2011-12-12,98,2,1,4,Normal Sale,Yes,1995-12-16,Others,NoSeWa,Gravel,RL,4.3,2.9,2.4,3.12,457764,125885,11444100
KK Nagar,1626,2012-03-03,188,2,1,4,AbNormal,No,1988-09-03,House,AllPub,Paved,RM,2.9,3.6,2.7,3.03,348490,135524,9680280
KK Nagar,1730,2008-09-27,200,2,1,4,Normal Sale,No,1990-02-10,Commercial,NoSewr ,Gravel,RL,2.1,3.5,3.5,3.08,589574,235830,14739360
Chrompet,996,2007-03-03,78,1,1,3,Family,No,1985-08-03,Others,ELO,Gravel,RL,4.1,4.9,2.6,3.97,295007,151974,8939620
Chrompet,1277,2014-10-29,111,2,1,4,AdjLand,Yes,1998-02-11,Commercial,AllPub,No Access,RM,4.0,3.8,3.4,3.74,518443,47131,15710400
Chrompet,906,2013-04-29,64,1,1,3,Normal Sale,No,1981-07-05,Commercial,NoSeWa,Paved,RH,3.2,2.3,2.9,2.75,327251,30680,10226600
Anna Nagar,1976,2011-12-31,112,2,1,5,Partial,No,1972-10-01,House,NoSeWa,Paved,RL,5.0,2.9,2.2,3.355,369002,110700,12300050
Karapakkam,1402,2011-08-01,112,2,2,4,Normal Sale,No,1981-01-15,House,NoSeWa,Gravel,I,3.7,3.6,5.0,4.19,257761,111464,6966500
Chrompet,1160,2008-11-06,138,1,1,3,AdjLand,Yes,1978-06-19,Others,AllPub,No Access,RH,4.4,3.4,2.7,3.49,255525,104103,9463900
Velachery,1957,2006-03-17,134,3,2,5,Normal Sale,Yes,1981-03-23,Commercial,ELO,No Access,I,4.6,3.7,3.1,3.75,547180,243191,15199450
T Nagar,1887,2012-02-17,48,2,1,5,AdjLand,No,1992-02-22,Commercial,NoSewr ,No Access,RL,2.3,2.4,3.3,2.775,573985,348491,20499450
Velachery,1859,2008-08-12,142,3,2,5,Normal Sale,Yes,1960-12-20,House,ELO,Paved,RH,4.6,4.9,4.4,4.68,297756,138953,9925210
Chrompet,747,2006-12-21,168,1,1,2,Family,Yes,2001-12-22,Commercial,AllPub,No Access,RM,4.9,2.7,2.7,3.36,336707,157130,11223550
Adyar,985,2009-04-21,159,1,1,3,Partial,Yes,2002-04-23,House,NoSeWa,Paved,C,3.6,2.7,2.1,2.67,265662,44277,7379505
Chrompet,1024,2012-11-11,77,1,1,3,Normal Sale,Yes,1996-11-15,Commercial,AllPub,No Access,RH,3.4,3.3,2.7,3.15,302285,108823,12091400
Velachery,1600,2009-12-17,148,2,1,4,Family,Yes,1984-12-23,Others,ELO,Paved,RL,2.9,3.5,4.9,3.77,315906,94772,10530200
Chrompet,1276,2013-10-10,141,2,1,4,Normal Sale,No,1977-10-19,Others,NoSeWa,Paved,RL,3.8,2.3,3.8,3.2,316936,163270,9604120
Chrompet,1159,2010-06-20,90,1,1,3,Family,Yes,1974-06-29,House,ELO,Gravel,RH,4.3,3.3,2.6,3.39,253758,108754,9062800
Karapakkam,1024,2012-03-03,142,1,1,3,AbNormal,Yes,1962-03-16,House,NoSeWa,No Access,C,3.4,3.1,4.9,3.91,166198,94970,4748500
Chrompet,839,2010-12-17,175,1,1,3,Normal Sale,Yes,1994-12-21,Others,AllPub,Gravel,RH,2.5,4.4,3.2,3.47,255008,72859,9107430
Chrompet,1286,2007-08-16,105,2,1,4,AbNormal,No,1973-08-24,House,AllPub,No Access,RM,2.2,2.2,4.9,3.01,292906,118993,9153300
KK Nagar,2467,2011-02-10,69,4,2,6,AdjLand,No,1995-06-10,House,AllPub,Gravel,RL,3.0,3.6,2.4,2.94,581942,139160,12650920
Karapakkam,653,2010-06-18,121,1,1,2,AdjLand,No,1995-06-22,Commercial,ELO,No Access,RM,2.5,3.1,5.0,3.68,297775,160340,7635250
Karapakkam,606,2010-01-16,4,1,1,2,Family,Yes,1993-01-20,Others,NoSeWa,Gravel,RM,2.6,3.0,3.9,3.24,353430,117810,7854000
T Nagar,1837,2007-05-03,81,2,1,5,AdjLand,Yes,1978-12-03,House,ELO,No Access,RL,4.3,4.1,4.8,4.475,488298,105578,13197230
Velachery,1880,2011-10-14,95,3,2,5,Family,Yes,1965-10-25,Commercial,NoSeWa,No Access,C,3.7,3.2,4.2,3.63,437429,109357,13669670
KK Nagar,2189,2011-02-04,1,3,2,5,AdjLand,Yes,1988-07-04,Commercial,AllPub,Gravel,RH,2.3,4.7,4.5,3.9,547496,456247,18249860
Velachery,1853,2007-04-22,123,3,2,5,AdjLand,Yes,1958-04-05,Commercial,NoSewr ,Paved,C,2.4,4.3,4.5,3.89,588293,279439,14707330
Chrompet,1057,2014-06-30,200,1,1,3,Normal Sale,No,1997-04-07,Others,AllPub,Paved,RL,4.3,3.2,2.6,3.35,228621,27435,9144840
Adyar,723,2007-01-31,49,1,1,2,Family,No,1979-07-02,Commercial,ELO,Gravel,RM,3.6,3.7,3.7,3.67,329098,142609,10969920
T Nagar,1812,2010-01-15,100,2,1,5,Family,No,1966-01-26,Others,ELO,No Access,RL,2.8,2.6,4.2,3.38,440951,232724,12248640
T Nagar,1788,2008-06-07,145,1,1,4,AdjLand,Yes,1991-11-07,Others,ELO,No Access,RL,4.6,3.0,5.0,4.38,426755,156477,14225180
Velachery,1615,2004-03-11,31,2,1,4,AbNormal,No,1985-08-11,House,ELO,Paved,I,4.5,4.5,4.8,4.59,288694,128308,8019280
Anna Nagar,1755,2014-10-03,85,1,1,4,AdjLand,No,1971-03-21,House,NoSewr ,No Access,RL,3.8,4.5,2.1,3.295,308078,182565,11410310
Adyar,1296,2008-04-21,25,2,2,4,Family,No,1988-04-26,House,AllPub,No Access,RM,3.5,4.4,4.8,4.33,338320,49753,9950600
KK Nagar,1554,2010-05-22,18,2,1,4,AbNormal,Yes,2004-05-23,House,NoSeWa,Paved,RL,2.7,2.5,3.8,3.08,479055,229547,9980320
Anna Nagar,1737,2014-09-15,71,1,1,4,AdjLand,Yes,2005-09-17,House,AllPub,Gravel,RL,4.4,3.6,4.2,4.12,385905,214392,14292780
Karapakkam,785,2009-09-15,116,1,1,2,Family,Yes,1997-09-18,Others,AllPub,No Access,I,4.0,2.9,3.0,3.27,207104,86293,5752875
Karapakkam,1678,2011-08-03,70,2,2,4,Partial,Yes,1976-03-16,Commercial,NoSeWa,Gravel,C,3.3,2.9,4.9,3.82,475330,202015,11883250
KK Nagar,2360,2011-03-23,171,4,2,6,Normal Sale,Yes,2002-03-25,Commercial,NoSewr ,Paved,RM,2.0,3.9,4.6,3.61,693566,495405,19816180
KK Nagar,1464,2010-07-27,2,2,1,4,Family,Yes,1982-03-08,Others,NoSewr ,Paved,RH,4.8,4.0,3.1,3.88,394575,131525,9394640
Velachery,1755,2006-06-09,103,2,1,4,AbNormal,Yes,1980-12-09,Others,ELO,No Access,C,2.6,3.9,4.0,3.61,332987,61340,8762820
Velachery,1556,2009-08-29,105,2,1,4,Partial,No,1989-03-09,Others,NoSeWa,Paved,RL,4.6,2.4,4.4,3.55,289791,130873,9348100
Adyar,1170,2011-09-29,120,1,1,3,AdjLand,No,1975-08-10,House,NoSeWa,Gravel,RH,3.0,3.3,4.0,3.56,337985,18269,9134740
Adyar,901,2006-12-10,106,1,1,3,Partial,No,1969-10-21,Others,AllPub,Gravel,I,4.6,4.8,4.6,4.64,267514,84076,7643255
Karapakkam,1160,2009-09-26,184,1,1,3,Partial,Yes,1990-01-10,Commercial,NoSeWa,Gravel,A,4.0,4.9,2.9,3.83,426540,222156,8886250
Karapakkam,1570,2010-02-17,170,2,2,4,Family,Yes,2002-02-19,House,NoSewr ,No Access,A,3.0,5.0,3.0,3.6,243466,128140,6407000
Karapakkam,1476,2011-10-26,167,2,2,4,AbNormal,No,1979-03-11,Commercial,NoSewr ,Paved,RL,4.4,3.4,4.4,4.1,576800,126896,11536000
Karapakkam,586,2012-03-20,190,1,1,2,Family,Yes,1993-03-25,Others,ELO,Paved,I,4.4,2.9,2.2,3.07,255984,85328,5333000
Karapakkam,1059,2010-06-25,110,1,1,3,Normal Sale,Yes,1977-03-07,House,AllPub,Paved,RL,3.9,3.7,4.9,4.24,306121,188382,7849250
T Nagar,1712,2011-08-13,1,1,1,4,AbNormal,Yes,2005-08-14,House,NoSewr ,Gravel,RL,3.5,4.7,3.1,3.62,372538,262157,13797720
Adyar,847,2007-12-23,7,1,1,3,Partial,No,1968-02-01,Others,NoSeWa,Gravel,RH,2.6,2.1,2.7,2.55,284707,14985,7492300
Karapakkam,1192,2011-10-26,152,1,1,3,Family,No,1988-10-31,House,NoSewr ,No Access,I,4.5,4.5,3.6,4.14,235059,101503,5342250
Velachery,1942,2006-09-04,126,3,2,5,Partial,Yes,1981-04-15,Commercial,AllPub,No Access,RL,4.1,3.4,2.7,3.37,583655,324253,16212650
Karapakkam,557,2009-09-20,105,1,1,2,Family,Yes,1992-09-24,Others,ELO,No Access,I,4.3,3.0,2.8,3.31,183695,94203,4710125
Velachery,1728,2009-06-21,123,2,1,4,Normal Sale,Yes,1990-06-26,Commercial,ELO,Gravel,I,4.0,2.6,2.8,3.01,461853,283071,14898480
Velachery,1798,2008-06-12,23,2,1,4,Family,Yes,1979-12-14,Commercial,AllPub,Gravel,RM,3.0,3.4,4.0,3.48,511811,204725,17060380
Karapakkam,1497,2011-07-11,24,2,2,4,Partial,Yes,1976-11-15,House,AllPub,Gravel,A,4.4,3.8,4.8,4.38,311929,76249,6931750
Chrompet,1173,2009-04-15,27,1,1,3,Normal Sale,Yes,1977-04-23,House,NoSeWa,No Access,RH,3.1,2.1,3.2,2.73,262285,24589,8196400
Anna Nagar,1640,2013-08-03,198,1,1,4,Partial,Yes,1977-03-17,Commercial,NoSewr ,No Access,RH,3.7,3.4,4.5,3.945,495731,318684,17704670
KK Nagar,1747,2009-05-01,82,2,1,4,Partial,Yes,1992-10-01,Others,NoSeWa,Paved,RL,2.2,4.9,3.1,3.37,377464,161770,10784680
Karapakkam,1342,2010-04-01,183,2,2,4,AbNormal,Yes,1967-01-15,Commercial,ELO,No Access,I,4.8,2.9,2.2,3.19,287828,211074,9594250
T Nagar,2000,2007-10-17,31,2,1,5,AdjLand,No,1980-10-23,House,NoSewr ,No Access,RM,4.1,3.9,2.4,3.285,435100,95178,13596890
Velachery,1987,2006-04-16,158,3,2,5,Family,No,1995-04-19,Others,NoSeWa,Gravel,RH,3.7,3.0,2.9,3.15,423940,167345,11156320
Karapakkam,1567,2009-04-11,2,2,2,4,Family,No,1992-08-11,Others,AllPub,Gravel,C,4.2,2.9,4.5,3.93,247228,193147,7725875
Karapakkam,1188,2011-09-01,187,1,1,3,Partial,No,1977-01-17,Commercial,AllPub,No Access,RM,2.8,4.8,3.3,3.6,373141,186571,9819500
Adyar,737,2010-11-24,12,1,1,2,Family,No,1978-02-12,House,NoSewr ,No Access,A,2.0,2.0,3.5,2.75,123814,54169,3869180
Karapakkam,785,2010-07-16,63,1,1,2,AdjLand,Yes,1997-07-19,Others,NoSeWa,Paved,C,2.1,5.0,2.1,2.97,251663,93642,5852625
Adyar,647,2007-12-07,45,1,1,2,Family,Yes,1997-07-14,Commercial,AllPub,No Access,RH,2.0,4.7,4.0,3.54,373407,76596,9574550
Karapakkam,1171,2009-11-21,111,1,1,3,AdjLand,Yes,1993-11-25,Others,AllPub,No Access,A,4.0,4.8,2.2,3.52,256310,134258,6102625
KK Nagar,2435,2009-08-03,124,4,2,6,Partial,Yes,1991-03-13,Commercial,NoSewr ,Gravel,RM,2.6,4.0,4.1,3.62,850347,364434,20246360
Velachery,1805,2006-05-03,29,3,2,5,AdjLand,Yes,1990-09-03,Commercial,AllPub,Paved,RL,2.6,4.7,5.0,4.27,643358,237027,16930470
Karapakkam,1145,2009-10-16,38,1,1,3,Normal Sale,No,1992-10-20,House,AllPub,Gravel,A,4.2,5.0,3.8,4.28,264492,82654,5510250
Karapakkam,971,2011-04-11,15,1,1,3,Normal Sale,No,1983-11-11,House,AllPub,Paved,RL,2.4,2.6,2.1,2.34,287342,156732,6530500
Karapakkam,1657,2009-07-10,78,2,2,4,AbNormal,Yes,1970-10-17,Others,NoSeWa,Gravel,RL,3.6,2.5,3.8,3.35,507356,223237,10147125
Velachery,1638,2007-09-21,16,2,1,4,AdjLand,Yes,2002-09-22,House,NoSewr ,No Access,RH,4.1,3.1,4.2,3.68,300883,116471,9705900
Adyar,1284,2010-01-19,141,2,2,4,Normal Sale,Yes,2005-01-20,Commercial,ELO,Paved,RL,3.4,2.1,4.3,3.59,531547,225505,16107475
Adyar,1273,2011-04-09,66,2,2,4,AbNormal,No,2005-05-09,Others,ELO,No Access,A,2.2,3.8,3.4,3.12,231002,96872,7451690
Chrompet,1185,2013-10-09,188,1,1,3,Normal Sale,Yes,1993-09-15,House,ELO,Gravel,RL,3.5,3.1,3.0,3.19,264238,111793,10163000
T Nagar,1538,2009-04-20,161,1,1,4,Family,Yes,2004-04-21,Commercial,NoSewr ,Gravel,RL,4.1,3.5,3.8,3.815,678193,368162,19376950
KK Nagar,1929,2008-04-10,84,3,2,5,Normal Sale,No,1978-12-10,Others,AllPub,Paved,RH,4.1,2.5,3.1,3.22,447655,81392,10173980
KK Nagar,1656,2011-01-13,30,2,1,4,AbNormal,Yes,1996-01-17,House,NoSewr ,Paved,RM,4.1,3.7,4.1,3.98,392764,163652,10910100
Adyar,1287,2010-02-19,9,2,2,4,Family,Yes,1995-02-23,Commercial,NoSeWa,Gravel,I,2.6,4.3,2.3,2.79,585531,135123,15013625
T Nagar,1749,2011-10-02,118,1,1,4,AbNormal,No,1979-02-18,Others,NoSeWa,No Access,RH,3.5,2.5,4.3,3.61,374829,152274,11713410
T Nagar,1962,2011-02-07,180,2,1,5,Normal Sale,Yes,1977-10-07,Others,NoSewr ,Paved,RM,4.8,3.9,3.6,4.035,412438,222082,15862990
KK Nagar,1425,2009-11-06,106,2,1,4,Normal Sale,No,1995-06-15,House,NoSewr ,Paved,RL,3.8,3.4,3.8,3.68,303705,69418,8677280
Karapakkam,884,2010-01-31,11,1,1,2,Normal Sale,Yes,1984-07-02,Commercial,NoSewr ,Paved,I,4.8,2.7,3.8,3.77,323018,132520,8282500
Chrompet,1052,2014-06-22,159,1,1,3,Normal Sale,No,2004-06-24,Others,NoSewr ,No Access,RH,4.4,2.0,4.4,3.44,261582,103048,7926740
T Nagar,1756,2014-12-12,12,1,1,4,Partial,No,1983-12-20,House,NoSeWa,Gravel,RL,5.0,5.0,3.5,4.325,483743,133029,12093570
Karapakkam,523,2011-01-09,148,1,1,2,AbNormal,Yes,1973-10-09,House,AllPub,Gravel,RM,3.0,4.2,4.0,3.76,295600,118240,7390000
Velachery,1524,2010-06-30,33,2,1,4,Family,Yes,1988-05-07,Others,NoSewr ,Paved,RM,3.9,3.2,3.8,3.56,431078,187906,11053290
T Nagar,1949,2013-09-14,137,2,1,5,Partial,Yes,1970-09-25,Others,NoSewr ,No Access,RM,3.3,2.6,2.0,2.54,448413,216974,14464930
Chrompet,1263,2010-11-27,61,2,1,4,AdjLand,No,1988-02-12,Others,NoSeWa,Gravel,RL,4.7,3.5,2.2,3.47,276562,127644,10637010
KK Nagar,1917,2009-07-25,106,3,2,5,Family,Yes,1991-07-30,House,AllPub,Paved,RL,2.7,4.8,3.4,3.61,342425,276149,11045960
KK Nagar,1401,2009-01-31,100,2,1,4,Partial,No,1989-05-02,House,NoSeWa,Paved,RH,2.2,4.7,3.0,3.27,370510,148204,7410200
Chrompet,723,2015-01-25,8,1,1,2,Family,No,1998-01-29,Others,AllPub,Gravel,RM,2.7,4.1,5.0,3.95,242084,77813,8645860
T Nagar,1660,2008-09-15,156,1,1,4,Normal Sale,No,1971-09-25,Commercial,NoSeWa,Paved,RH,4.0,3.1,4.5,4.0,551420,249028,17787740
Chrompet,895,2012-01-15,191,1,1,3,Partial,Yes,2007-01-16,House,ELO,Gravel,RH,3.9,4.0,3.5,3.82,255443,93662,8514750
Anna Nagar,1889,2009-05-05,160,2,1,5,Partial,Yes,1964-05-16,House,ELO,Gravel,RM,3.5,2.4,2.4,2.785,387549,83046,13841050
Chrompet,1199,2010-10-24,187,1,1,3,AdjLand,No,1985-10-30,Others,NoSewr ,Paved,RH,2.5,2.0,4.9,3.02,229015,27482,9160580
Karapakkam,782,2012-01-26,95,1,1,2,AdjLand,Yes,1998-01-29,Commercial,AllPub,No Access,I,3.8,3.8,3.4,3.64,319575,132507,7794500
Anna Nagar,1571,2012-08-21,124,1,1,4,Partial,Yes,1987-08-28,Others,NoSewr ,Paved,RL,3.9,2.5,4.8,3.91,388396,64733,12946530
KK Nagar,1848,2011-07-05,178,3,2,5,Normal Sale,Yes,1987-05-13,Commercial,NoSewr ,Paved,RL,3.8,2.3,2.8,2.95,540032,381199,15883280
Chrompet,1131,2010-10-28,64,1,1,3,AdjLand,Yes,1990-02-11,Others,NoSewr ,No Access,RL,4.6,4.7,3.2,4.22,292600,121076,10089670
Karapakkam,1062,2012-09-02,15,1,1,3,AdjLand,Yes,1991-02-14,House,AllPub,No Access,A,4.3,2.1,4.9,3.88,170744,112051,5335750
KK Nagar,1983,2010-05-28,148,3,2,5,AdjLand,Yes,1986-03-06,House,AllPub,Paved,RM,2.3,4.3,2.1,2.82,485075,254664,12126880
